,PC6,NWIRP
8379,1082EN,40
8380,1082EP,20
8381,1082ER,20
8382,1082ES,20
8383,1082ET,30
8384,1082EW,20
8385,1082EX,20
8386,1082EZ,30
8387,1082GA,30
8388,1082GB,10
8389,1082GE,30
8390,1082GK,20
8391,1082GL,20
8392,1082GM,20
8393,1082GN,20
8394,1082GP,20
8395,1082GR,30
8396,1082GS,50
8397,1082GV,30
8398,1082GX,30
8399,1082GZ,30
8400,1082HC,40
8401,1082HE,40
8402,1082HG,40
8403,1082HJ,30
8404,1082HM,30
8405,1082HN,30
8406,1082HR,30
8407,1082HV,20
8408,1082HW,50
8409,1082JB,30
8410,1082JH,30
8411,1082JJ,30
8412,1082JK,20
8413,1082JL,30
8414,1082JN,30
8415,1082JT,30
8416,1082JV,30
8417,1082JZ,20
8418,1082KA,30
8419,1082KC,10
8420,1082KD,20
8421,1082KE,40
8422,1082KG,40
8423,1082KH,30
8424,1082KJ,10
8425,1082KK,20
8426,1082KL,10
8427,1082KM,30
8428,1082KT,10
8429,1082LE,20
8430,1082LK,30
8431,1082LT,30
8432,1082MA,70
8433,1082MC,40
8434,1082MD,30
8435,1082ME,30
8436,1082MH,20
8437,1082MK,20
8438,1082MS,70
8439,1082MT,20
8440,1082NC,30
8441,1082ND,20
8442,1082NG,10
8443,1082NJ,10
8444,1082NK,10
8445,1082NL,40
8446,1082NM,30
8447,1082NN,40
8448,1082NP,20
8449,1082NR,20
8450,1082NS,20
8451,1082NT,40
8452,1082NV,20
8453,1082PB,20
8454,1082RW,10
8455,1082SB,20
8456,1082SC,50
8457,1082SE,40
8458,1082SG,30
8459,1082SJ,30
8460,1082SL,50
8461,1082SM,30
8462,1082SP,30
8463,1082SR,20
8464,1082SV,10
8465,1082SW,50
8466,1082SZ,30
8467,1082TA,20
8468,1082TB,40
8469,1082TC,30
8470,1082TD,20
8471,1082TE,30
8472,1082TH,20
8473,1082TN,30
8474,1082TR,60
8475,1082TT,60
8476,1082TV,30
8477,1082TW,20
8478,1082TX,20
8479,1082VA,40
8480,1082VB,30
8481,1082VC,20
8482,1082VD,20
8483,1082VG,30
8484,1082VJ,30
8485,1082VK,20
8486,1082VL,30
8487,1082VM,30
8488,1082VN,30
8489,1082VP,30
8490,1082VR,30
8491,1082VS,40
8492,1082VX,30
8493,1082XC,40
8494,1082XD,40
8495,1082XE,40
8496,1082XG,20
8497,1082XH,20
8498,1082XJ,40
8499,1082XK,40
8500,1082XL,50
8501,1082XM,20
8502,1082XP,20
8503,1082XR,30
8504,1082XS,30
8505,1082XX,30
8506,1083AA,20
8507,1083AE,20
8508,1083AH,20
8509,1083AK,20
8510,1083AL,20
8511,1083AN,30
8512,1083AS,10
8513,1083AT,50
8514,1083AX,20
8515,1083AZ,30
8516,1083BC,30
8517,1083BD,10
8518,1083BG,30
8519,1083BJ,40
8520,1083BK,30
8521,1083BL,50
8522,1083BM,50
8523,1083BN,30
8524,1083BP,30
8525,1083BR,20
8526,1083BS,20
8527,1083BT,30
8528,1083BV,40
8529,1083BW,20
8530,1083BX,30
8531,1083CA,50
8532,1083CB,20
8533,1083CE,40
8534,1083CG,40
8535,1083CH,30
8536,1083CJ,30
8537,1083CL,20
8538,1083CR,20
8539,1083CT,60
8540,1083CV,20
8541,1083CZ,40
8542,1083DA,50
8543,1083DB,20
8544,1083DD,10
8545,1083EB,30
8546,1083EL,20
8547,1083EM,20
8548,1083EN,20
8549,1083GA,20
8550,1083GB,30
8551,1083GG,40
8552,1083GN,40
8553,1083GP,10
8554,1083GR,20
8555,1083GS,30
8556,1083GW,50
8557,1083GX,50
8558,1083HG,30
8559,1083HH,20
8560,1083HM,50
8561,1083HP,20
8562,1083JA,30
8563,1083JB,20
8564,1083JC,20
8565,1083JD,20
8566,1083JE,20
8567,1083JJ,10
8568,1083JL,10
8569,1083JM,20
8570,1083JN,20
8571,1083JP,10
8572,1083JR,20
8573,1083KB,20
8574,1083KC,10
8575,1083KD,10
8576,1083KE,20
8577,1083ME,30
8578,1083MG,20
8579,1083TD,30
8580,1083TE,40
8581,1083TG,30
8582,1083TJ,30
8583,1083TK,40
8584,1083TL,30
8585,1083TM,30
8586,1083TN,50
8587,1083TP,20
8588,1083TS,40
8589,1083TW,30
8590,1083TX,20
8591,1083TZ,30
8592,1083VA,20
8593,1083VB,50
8594,1083VD,40
8595,1083VE,20
8596,1083VH,30
8597,1083VJ,30
8598,1083VM,20
8599,1083VN,20
8600,1083VP,30
8601,1083VR,40
8602,1083VS,50
8603,1083VT,20
8604,1083VV,30
8605,1083VW,40
8606,1083VX,40
8607,1083VZ,30
8608,1083XD,30
8609,1083XE,20
8610,1083XG,30
8611,1083XH,40
8612,1083XK,20
8613,1083XL,50
8614,1083XM,40
8615,1083XN,30
8616,1083XP,20
8617,1083XS,30
8618,1083XT,50
8619,1083XV,30
8620,1083XW,20
8621,1086VA,20
8622,1086VB,10
8623,1086VC,10
8624,1086VD,20
8625,1086VE,60
8626,1086VG,20
8627,1086VH,50
8628,1086VJ,60
8629,1086VL,30
8630,1086WB,70
8631,1086WC,30
8632,1086XK,60
8633,1086XP,20
8634,1086XR,10
8635,1086XS,50
8636,1086XT,30
8637,1086XV,70
8638,1086XX,40
8639,1086XZ,20
8640,1086ZA,10
8641,1086ZB,40
8642,1086ZC,10
8643,1086ZG,10
8644,1086ZH,70
8645,1086ZJ,30
8646,1086ZK,40
8647,1086ZL,20
8648,1086ZM,10
8649,1086ZR,40
8650,1086ZS,10
8651,1086ZT,10
8652,1086ZV,40
8653,1087AT,50
8654,1087AV,80
8655,1087AW,20
8656,1087AX,60
8657,1087AZ,30
8658,1087BB,30
8659,1087BC,20
8660,1087BE,30
8661,1087BN,50
8662,1087BP,40
8663,1087BR,30
8664,1087BS,30
8665,1087BT,20
8666,1087BV,10
8667,1087BW,70
8668,1087CC,40
8669,1087CD,20
8670,1087CE,10
8671,1087CH,30
8672,1087CJ,30
8673,1087CK,10
8674,1087CL,30
8675,1087CM,10
8676,1087CN,50
8677,1087DA,30
8678,1087DB,30
8679,1087DC,50
8680,1087DE,50
8681,1087DG,20
8682,1087DH,70
8683,1087DJ,20
8684,1087DL,20
8685,1087DM,40
8686,1087DN,10
8687,1087DP,20
8688,1087DR,40
8689,1087DS,80
8690,1087EB,90
8691,1087EG,30
8692,1087EH,60
8693,1087EK,50
8694,1087EL,50
8695,1087EM,20
8696,1087EN,30
8697,1087EP,10
8698,1087ER,10
8699,1087GC,20
8700,1087GD,10
8701,1087GE,20
8702,1087GJ,60
8703,1087GK,50
8704,1087GL,20
8705,1087GM,20
8706,1087GT,30
8707,1087GX,20
8708,1087GZ,50
8709,1087HA,10
8710,1087HN,60
8711,1087HS,70
8712,1087HT,50
8713,1087HV,20
8714,1087HW,20
8715,1087HX,100
8716,1087JA,30
8717,1087JB,60
8718,1087JC,30
8719,1087JD,60
8720,1087JE,40
8721,1087JG,70
8722,1087JJ,30
8723,1087JK,10
8724,1087JT,10
8725,1087JV,30
8726,1087KA,10
8727,1087KB,10
8728,1087KC,60
8729,1087KD,60
8730,1087KE,10
8731,1087KG,20
8732,1087KH,40
8733,1087KJ,30
8734,1087KL,70
8735,1087KM,60
8736,1087KN,50
8737,1087KP,50
8738,1087KR,70
8739,1087LA,50
8740,1087LB,80
8741,1087LC,70
8742,1087LD,80
8743,1087LE,20
8744,1087LG,40
8745,1087LH,50
8746,1087LL,30
8747,1087LM,40
8748,1087LN,40
8749,1087LP,10
8750,1087LS,30
8751,1087MA,10
8752,1087MB,30
8753,1087MC,10
8754,1087MD,20
8755,1087ME,20
8756,1087MG,10
8757,1087MH,50
8758,1087MJ,20
8759,1087MK,50
8760,1087ML,50
8761,1087MN,10
8762,1087MS,40
8763,1087NA,50
8764,1087NB,20
8765,1087NE,30
8766,1087NG,20
8767,1087NH,20
8768,1087SC,20
8769,1091AA,50
8770,1091AE,30
8771,1091AG,10
8772,1091AH,30
8773,1091AK,10
8774,1091AL,30
8775,1091AM,20
8776,1091AN,30
8777,1091AP,40
8778,1091AR,30
8779,1091AS,20
8780,1091AT,10
8781,1091AV,40
8782,1091AW,20
8783,1091AX,30
8784,1091AZ,30
8785,1091BB,40
8786,1091BC,30
8787,1091BD,20
8788,1091BE,10
8789,1091BG,10
8790,1091BH,70
8791,1091BJ,70
8792,1091BK,30
8793,1091BR,20
8794,1091BS,20
8795,1091BT,70
8796,1091BV,40
8797,1091BW,60
8798,1091BX,10
8799,1091BZ,20
8800,1091CC,10
8801,1091CE,30
8802,1091CG,10
8803,1091CH,40
8804,1091CK,10
8805,1091CL,10
8806,1091CM,70
8807,1091CN,50
8808,1091CP,50
8809,1091CR,20
8810,1091CS,10
8811,1091CT,10
8812,1091CV,20
8813,1091CW,10
8814,1091CX,10
8815,1091CZ,20
8816,1091DA,40
8817,1091DE,50
8818,1091DH,50
8819,1091DJ,50
8820,1091DK,60
8821,1091DM,40
8822,1091DN,70
8823,1091DP,40
8824,1091DR,60
8825,1091DT,20
8826,1091DV,40
8827,1091EA,10
8828,1091EB,10
8829,1091EC,10
8830,1091EG,10
8831,1091EH,40
8832,1091EJ,20
8833,1091EN,20
8834,1091ET,20
8835,1091EX,30
8836,1091GC,30
8837,1091GD,40
8838,1091GE,60
8839,1091GG,60
8840,1091GH,70
8841,1091GJ,70
8842,1091GK,60
8843,1091GL,30
8844,1091GN,10
8845,1091GR,30
8846,1091GS,10
8847,1091GT,10
8848,1091GW,30
8849,1091GX,40
8850,1091GZ,30
8851,1091HA,40
8852,1091HB,40
8853,1091HC,40
8854,1091HG,50
8855,1091HH,50
8856,1091HJ,60
8857,1091HK,50
8858,1091HM,50
8859,1091HN,70
8860,1091HP,40
8861,1091HR,30
8862,1091HS,50
8863,1091HV,10
8864,1091HW,50
8865,1091HX,50
8866,1091JA,50
8867,1091JB,50
8868,1091JC,40
8869,1091JD,50
8870,1091JE,30
8871,1091JG,70
8872,1091JH,60
8873,1091JJ,80
8874,1091JL,40
8875,1091JM,60
8876,1091JN,40
8877,1091JR,30
8878,1091JS,60
8879,1091JT,70
8880,1091JV,60
8881,1091JW,80
8882,1091JX,40
8883,1091JZ,40
8884,1091KA,20
8885,1091KB,30
8886,1091KC,60
8887,1091KJ,40
8888,1091KK,80
8889,1091KL,80
8890,1091KM,90
8891,1091KN,80
8892,1091KP,30
8893,1091KR,20
8894,1091KS,20
8895,1091KV,40
8896,1091KW,20
8897,1091KX,10
8898,1091KZ,60
8899,1091LA,60
8900,1091LB,70
8901,1091LC,80
8902,1091LD,50
8903,1091LE,60
8904,1091LG,80
8905,1091LH,30
8906,1091LL,70
8907,1091LM,40
8908,1091LN,30
8909,1091LP,60
8910,1091LR,60
8911,1091LS,70
8912,1091LT,20
8913,1091LV,50
8914,1091LW,80
8915,1091LX,60
8916,1091LZ,50
8917,1091MD,60
8918,1091ME,70
8919,1091MG,60
8920,1091ML,80
8921,1091MS,20
8922,1091MX,10
8923,1091NA,20
8924,1091NB,20
8925,1091NC,60
8926,1091ND,40
8927,1091NE,50
8928,1091NG,20
8929,1091NH,60
8930,1091NJ,60
8931,1091NN,70
8932,1091NP,50
8933,1091NR,20
8934,1091NS,30
8935,1091NT,40
8936,1091NV,40
8937,1091NZ,60
8938,1091PA,40
8939,1091PB,60
8940,1091PC,20
8941,1091PD,50
8942,1091PE,40
8943,1091PH,20
8944,1091PJ,50
8945,1091PK,40
8946,1091PL,30
8947,1091PM,40
8948,1091PN,10
8949,1091PP,50
8950,1091PR,80
8951,1091PS,50
8952,1091PW,50
8953,1091PX,30
8954,1091RA,60
8955,1091RB,60
8956,1091RC,60
8957,1091RD,60
8958,1091RE,60
8959,1091RG,60
8960,1091RH,30
8961,1091RJ,60
8962,1091RP,20
8963,1091RS,20
8964,1091RT,20
8965,1091RV,10
8966,1091RW,10
8967,1091RX,30
8968,1091SB,10
8969,1091SE,30
8970,1091SH,30
8971,1091SK,20
8972,1091SL,50
8973,1091ST,30
8974,1091SV,10
8975,1091TB,20
8976,1091TH,20
8977,1091TJ,10
8978,1091TK,10
8979,1091TM,20
8980,1091TP,20
8981,1091TR,10
8982,1091TT,20
8983,1091TV,60
8984,1091TW,60
8985,1091TX,50
8986,1091VA,30
8987,1091VC,30
8988,1091VE,20
8989,1091VG,10
8990,1091VH,20
8991,1091VJ,30
8992,1091VK,40
8993,1091VL,60
8994,1091VM,10
8995,1091VN,60
8996,1091VP,50
8997,1091VR,70
8998,1091VS,70
8999,1091VT,50
9000,1091VV,50
9001,1091VW,50
9002,1091VX,50
9003,1091VZ,70
9004,1091WS,40
9005,1091WT,50
9006,1091WV,50
9007,1091WX,40
9008,1091WZ,30
9009,1091XC,60
9010,1091XD,30
9011,1091XG,80
9012,1091XJ,40
9013,1091XM,60
9014,1091XS,40
9015,1091XT,30
9016,1091XX,40
9017,1091XZ,10
9018,1091ZB,70
9019,1091ZC,60
9020,1091ZE,30
9021,1092AA,30
9022,1092AP,10
9023,1092AX,50
9024,1092BB,20
9025,1092BD,30
9026,1092BE,80
9027,1092BG,30
9028,1092BH,70
9029,1092BJ,60
9030,1092BL,50
9031,1092BN,20
9032,1092BS,20
9033,1092BT,20
9034,1092BV,20
9035,1092BW,30
9036,1092BX,50
9037,1092CB,30
9038,1092CG,30
9039,1092CH,20
9040,1092CM,20
9041,1092CN,20
9042,1092CS,20
9043,1092CX,80
9044,1092EA,40
9045,1092EB,10
9046,1092EC,20
9047,1092EG,40
9048,1092EH,40
9049,1092EJ,10
9050,1092EM,50
9051,1092EN,80
9052,1092EP,70
9053,1092ER,70
9054,1092ES,60
9055,1092ET,70
9056,1092EV,50
9057,1092EW,40
9058,1092EX,30
9059,1092EZ,40
9060,1092GA,20
9061,1092GB,40
9062,1092GC,50
9063,1092GD,50
9064,1092GE,10
9065,1092GH,20
9066,1092GJ,40
9067,1092GK,20
9068,1092GL,50
9069,1092GM,10
9070,1092GN,30
9071,1092GP,60
9072,1092GT,20
9073,1092GW,60
9074,1092GX,40
9075,1092GZ,20
9076,1092HA,30
9077,1092HB,10
9078,1092HD,50
9079,1092HE,40
9080,1092HG,50
9081,1092HJ,50
9082,1092HK,80
9083,1092HL,60
9084,1092HM,10
9085,1092HN,30
9086,1092HP,60
9087,1092HR,70
9088,1092HS,50
9089,1092HT,70
9090,1092HV,60
9091,1092HW,60
9092,1092HX,10
9093,1092HZ,30
9094,1092JA,50
9095,1092JB,20
9096,1092JC,20
9097,1092JD,80
9098,1092JG,60
9099,1092JH,20
9100,1092JN,40
9101,1092JP,20
9102,1092JT,30
9103,1092KA,30
9104,1092KC,50
9105,1092KE,50
9106,1092KG,70
9107,1092KH,90
9108,1092KK,80
9109,1092KL,70
9110,1092KM,50
9111,1092KN,60
9112,1092KP,60
9113,1092KS,60
9114,1092SB,30
9115,1092SC,20
9116,1092SW,80
9117,1092SX,60
9118,1092TA,60
9119,1092TB,30
9120,1092TC,40
9121,1092TD,60
9122,1092TE,60
9123,1092TG,20
9124,1092TJ,30
9125,1092TK,50
9126,1092TL,80
9127,1092TM,60
9128,1092TN,40
9129,1092TP,10
9130,1092TR,20
9131,1092TS,30
9132,1092TV,20
9133,1092TX,10
9134,1092VA,10
9135,1092VC,40
9136,1092VD,30
9137,1092VE,30
9138,1092VJ,70
9139,1092VK,80
9140,1092VM,50
9141,1092VN,50
9142,1092VP,40
9143,1092VR,60
9144,1092VV,30
9145,1092VW,30
9146,1092VX,40
9147,1092VZ,60
9148,1092XA,40
9149,1092XB,30
9150,1092XC,30
9151,1092XD,60
9152,1092XP,60
9153,1092XR,50
9154,1092XS,40
9155,1092XT,80
9156,1092XW,70
9157,1092XX,80
9158,1092XZ,80
9159,1093AD,20
9160,1093AE,40
9161,1093AG,30
9162,1093AS,80
9163,1093AT,60
9164,1093AV,60
9165,1093BJ,40
9166,1093BS,30
9167,1093BV,60
9168,1093BW,50
9169,1093BX,20
9170,1093CG,50
9171,1093CH,50
9172,1093CL,30
9173,1093CN,30
9174,1093CR,30
9175,1093CV,40
9176,1093CX,50
9177,1093CZ,50
9178,1093DC,60
9179,1093DD,60
9180,1093DE,30
9181,1093DG,80
9182,1093DH,70
9183,1093DJ,60
9184,1093DK,50
9185,1093DL,50
9186,1093EA,40
9187,1093EB,90
9188,1093EC,20
9189,1093EE,10
9190,1093EH,10
9191,1093EL,20
9192,1093EP,30
9193,1093ER,30
9194,1093ET,70
9195,1093EW,80
9196,1093EX,50
9197,1093GB,30
9198,1093GD,20
9199,1093GE,20
9200,1093GG,40
9201,1093GH,40
9202,1093GJ,30
9203,1093GK,40
9204,1093GL,50
9205,1093GM,50
9206,1093GP,80
9207,1093GS,60
9208,1093GT,50
9209,1093GV,70
9210,1093GW,70
9211,1093GX,60
9212,1093GZ,20
9213,1093HA,60
9214,1093HC,20
9215,1093HD,20
9216,1093HE,60
9217,1093HJ,50
9218,1093HM,70
9219,1093HN,70
9220,1093HP,50
9221,1093HR,10
9222,1093HX,50
9223,1093HZ,70
9224,1093JC,20
9225,1093JD,20
9226,1093JK,70
9227,1093JM,20
9228,1093JN,20
9229,1093JR,40
9230,1093JV,10
9231,1093JX,60
9232,1093JZ,30
9233,1093KA,50
9234,1093KB,50
9235,1093KC,30
9236,1093KD,20
9237,1093KE,30
9238,1093KG,40
9239,1093KJ,70
9240,1093KK,50
9241,1093KM,60
9242,1093KP,40
9243,1093KS,10
9244,1093LA,80
9245,1093LE,40
9246,1093MB,50
9247,1093MJ,30
9248,1093MK,50
9249,1093NE,80
9250,1093NH,50
9251,1093RR,20
9252,1093RT,30
9253,1093RW,30
9254,1093RZ,50
9255,1093SC,60
9256,1093SH,50
9257,1093SK,20
9258,1093SM,10
9259,1093SN,70
9260,1093SP,70
9261,1093SR,70
9262,1093ST,80
9263,1093SV,60
9264,1093SW,60
9265,1093SX,90
9266,1093SZ,60
9267,1093TA,50
9268,1093TB,70
9269,1093TC,70
9270,1093TD,60
9271,1093TE,10
9272,1093TG,60
9273,1093TH,20
9274,1093TK,40
9275,1093TM,50
9276,1093TP,40
9277,1093VA,60
9278,1093VD,30
9279,1093VE,50
9280,1093VG,60
9281,1093VH,80
9282,1093VJ,60
9283,1093VK,30
9284,1093VL,20
9285,1093VM,40
9286,1093VN,40
9287,1093VP,40
9288,1093VR,30
9289,1093VW,60
9290,1093VX,80
9291,1093WZ,60
9292,1093XA,50
9293,1093XC,40
9294,1093XD,80
9295,1093XG,70
9296,1093XJ,50
9297,1093XL,60
9298,1093XM,70
9299,1093XN,60
9300,1093XP,30
9301,1093XR,60
9302,1093XX,70
9303,1093XZ,30
9304,1093ZB,40
9305,1094AA,40
9306,1094AB,60
9307,1094AC,40
9308,1094AD,60
9309,1094AE,30
9310,1094AG,30
9311,1094AH,50
9312,1094AL,20
9313,1094AM,40
9314,1094AN,50
9315,1094AS,40
9316,1094AV,20
9317,1094AW,30
9318,1094AX,30
9319,1094AZ,70
9320,1094BA,30
9321,1094BB,20
9322,1094BC,60
9323,1094BD,40
9324,1094BE,60
9325,1094BG,40
9326,1094BH,50
9327,1094BJ,60
9328,1094BK,70
9329,1094BL,60
9330,1094BM,80
9331,1094BP,40
9332,1094BR,70
9333,1094BS,50
9334,1094BT,80
9335,1094BV,90
9336,1094BX,50
9337,1094CA,70
9338,1094CB,30
9339,1094CC,20
9340,1094CG,20
9341,1094CJ,20
9342,1094CK,10
9343,1094CM,60
9344,1094CN,70
9345,1094CP,30
9346,1094CR,30
9347,1094CS,30
9348,1094CT,20
9349,1094CV,80
9350,1094CW,20
9351,1094CX,30
9352,1094CZ,60
9353,1094EA,30
9354,1094EB,20
9355,1094ED,40
9356,1094EE,10
9357,1094EG,10
9358,1094EH,50
9359,1094EL,50
9360,1094EM,20
9361,1094EN,60
9362,1094EP,50
9363,1094ER,60
9364,1094ET,80
9365,1094EW,60
9366,1094EX,60
9367,1094EZ,80
9368,1094GA,60
9369,1094GB,30
9370,1094GC,50
9371,1094GE,30
9372,1094GG,20
9373,1094GH,50
9374,1094GJ,60
9375,1094GK,30
9376,1094GL,20
9377,1094GM,30
9378,1094GP,60
9379,1094GR,20
9380,1094GS,50
9381,1094GX,40
9382,1094GZ,10
9383,1094HA,10
9384,1094HB,10
9385,1094HC,30
9386,1094HD,20
9387,1094HE,20
9388,1094HG,20
9389,1094HH,30
9390,1094HJ,20
9391,1094HK,10
9392,1094HL,20
9393,1094HM,20
9394,1094HP,10
9395,1094HV,20
9396,1094HW,40
9397,1094JA,30
9398,1094JB,30
9399,1094JC,40
9400,1094JE,60
9401,1094JG,20
9402,1094JH,30
9403,1094JJ,40
9404,1094JL,30
9405,1094JM,50
9406,1094JN,20
9407,1094JP,20
9408,1094JR,40
9409,1094JS,10
9410,1094JT,50
9411,1094JV,50
9412,1094JW,30
9413,1094JX,70
9414,1094JZ,10
9415,1094KA,50
9416,1094KB,20
9417,1094KC,40
9418,1094KD,20
9419,1094KE,30
9420,1094KG,10
9421,1094KH,70
9422,1094KJ,50
9423,1094KK,40
9424,1094KL,20
9425,1094KM,30
9426,1094KN,40
9427,1094KP,20
9428,1094KR,40
9429,1094KS,10
9430,1094KT,20
9431,1094KW,20
9432,1094KX,40
9433,1094KZ,50
9434,1094LA,60
9435,1094LC,30
9436,1094LD,20
9437,1094LG,20
9438,1094LH,10
9439,1094LJ,20
9440,1094LK,20
9441,1094LL,60
9442,1094LN,40
9443,1094LP,50
9444,1094LR,70
9445,1094LS,80
9446,1094LT,80
9447,1094LV,60
9448,1094LW,60
9449,1094LX,80
9450,1094LZ,80
9451,1094ME,70
9452,1094MG,70
9453,1094MH,50
9454,1094MK,70
9455,1094NA,60
9456,1094NB,40
9457,1094NC,50
9458,1094ND,20
9459,1094NG,30
9460,1094NJ,100
9461,1094NK,30
9462,1094NL,80
9463,1094NM,80
9464,1094NN,60
9465,1094NR,60
9466,1094NS,50
9467,1094NT,80
9468,1094NZ,80
9469,1094PA,60
9470,1094PB,90
9471,1094PC,70
9472,1094PE,20
9473,1094PG,40
9474,1094PN,50
9475,1094PP,70
9476,1094PR,70
9477,1094PS,80
9478,1094PW,70
9479,1094PX,80
9480,1094RA,80
9481,1094RB,70
9482,1094RC,40
9483,1094RD,80
9484,1094RE,60
9485,1094RH,50
9486,1094RN,60
9487,1094RR,80
9488,1094RV,60
9489,1094RW,50
9490,1094RX,60
9491,1094RZ,70
9492,1094SB,40
9493,1094SC,80
9494,1094SG,60
9495,1094SH,80
9496,1094SL,70
9497,1094SM,40
9498,1094SN,60
9499,1094SP,70
9500,1094SR,40
9501,1094ST,30
9502,1094SW,60
9503,1094SZ,60
9504,1094TA,60
9505,1094TB,50
9506,1094TC,80
9507,1094TD,100
9508,1094TH,50
9509,1094TL,40
9510,1094TV,70
9511,1094TX,50
9512,1094VA,70
9513,1094XB,90
9514,1094XC,80
9515,1094XD,80
9516,1094XE,70
9517,1094XG,90
9518,1094XH,80
9519,1094XJ,60
9520,1094XK,60
9521,1094XL,60
9522,1094XM,90
9523,1094XN,70
9524,1094XS,80
9525,1094XT,80
9526,1094XV,50
9527,1094XW,60
9528,1094XX,50
9529,1094XZ,80
9530,1094ZA,80
9531,1094ZB,70
9532,1094ZC,60
9533,1094ZD,60
9534,1095AA,50
9535,1095AB,30
9536,1095AC,60
9537,1095AD,50
9538,1095AE,30
9539,1095AG,50
9540,1095AH,70
9541,1095AJ,80
9542,1095AN,30
9543,1095AP,70
9544,1095AR,60
9545,1095AT,30
9546,1095AV,30
9547,1095AW,20
9548,1095AX,20
9549,1095AZ,70
9550,1095BA,50
9551,1095BC,80
9552,1095BD,60
9553,1095BJ,50
9554,1095BK,20
9555,1095BL,60
9556,1095BM,70
9557,1095BN,70
9558,1095BT,60
9559,1095BV,50
9560,1095BW,50
9561,1095BX,40
9562,1095BZ,80
9563,1095CA,80
9564,1095CB,70
9565,1095CC,30
9566,1095CH,40
9567,1095CJ,20
9568,1095CK,30
9569,1095CM,20
9570,1095CP,30
9571,1095CR,30
9572,1095CS,50
9573,1095CW,80
9574,1095CX,90
9575,1095CZ,70
9576,1095DA,70
9577,1095DB,80
9578,1095DC,70
9579,1095DD,70
9580,1095DE,10
9581,1095DJ,50
9582,1095DK,60
9583,1095DM,90
9584,1095DN,70
9585,1095DP,40
9586,1095DR,60
9587,1095DS,20
9588,1095DT,40
9589,1095DV,90
9590,1095DW,20
9591,1095DX,20
9592,1095EA,70
9593,1095EC,90
9594,1095ED,90
9595,1095EE,50
9596,1095EG,80
9597,1095EJ,100
9598,1095EK,70
9599,1095EL,100
9600,1095EM,70
9601,1095EN,80
9602,1095ER,10
9603,1095ES,40
9604,1095ET,70
9605,1095EV,30
9606,1095EW,30
9607,1095EZ,50
9608,1095GA,50
9609,1095GB,80
9610,1095GC,100
9611,1095GD,20
9612,1095GE,30
9613,1095GG,30
9614,1095GH,80
9615,1095GL,80
9616,1095GV,70
9617,1095GX,80
9618,1095GZ,10
9619,1095HB,80
9620,1095HC,50
9621,1095HH,50
9622,1095HK,60
9623,1095HL,80
9624,1095HM,70
9625,1095HN,40
9626,1095HP,70
9627,1095HR,70
9628,1095HV,60
9629,1095HW,30
9630,1095HZ,70
9631,1095JA,90
9632,1095JB,60
9633,1095JC,50
9634,1095JD,60
9635,1095JE,40
9636,1095JG,40
9637,1095JH,20
9638,1095JJ,30
9639,1095JK,10
9640,1095JL,10
9641,1095JM,50
9642,1095JN,70
9643,1095JR,90
9644,1095JS,80
9645,1095JT,80
9646,1095JV,60
9647,1095JW,30
9648,1095JX,60
9649,1095JZ,70
9650,1095KA,40
9651,1095KB,70
9652,1095KC,60
9653,1095KD,60
9654,1095KJ,10
9655,1095KS,70
9656,1095KT,60
9657,1095KV,50
9658,1095KX,30
9659,1095LA,30
9660,1095LC,20
9661,1095LD,20
9662,1095LG,10
9663,1095MA,20
9664,1095RZ,80
9665,1095SC,70
9666,1095SE,70
9667,1095SG,30
9668,1095SH,70
9669,1095SJ,70
9670,1095ST,60
9671,1095SV,50
9672,1095SZ,30
9673,1095TA,10
9674,1095TD,80
9675,1095TE,20
9676,1095TG,60
9677,1095TH,50
9678,1095TJ,20
9679,1095TL,50
9680,1095TM,60
9681,1095TN,70
9682,1095TP,20
9683,1095TR,30
9684,1095TS,50
9685,1095TT,20
9686,1095TV,80
9687,1095VB,70
9688,1095VC,70
9689,1095VG,70
9690,1095VJ,60
9691,1095VL,60
9692,1095VM,50
9693,1095VN,40
9694,1095VP,40
9695,1095VR,50
9696,1095VS,50
9697,1095VT,50
9698,1095VV,90
9699,1095VW,90
9700,1095VX,70
9701,1095VZ,20
9702,1095WB,70
9703,1095WE,70
9704,1095WG,70
9705,1095WH,70
9706,1095WJ,60
9707,1095XA,70
9708,1095XB,50
9709,1095XC,30
9710,1095XE,20
9711,1095XG,80
9712,1095XH,70
9713,1095XJ,90
9714,1095XL,70
9715,1095XM,70
9716,1095XN,80
9717,1095XR,70
9718,1095XT,70
9719,1095XW,80
9720,1095XX,50
9721,1095XZ,70
9722,1095ZA,70
9723,1096AA,20
9724,1096AH,40
9725,1096AN,30
9726,1096CJ,20
9727,1096CR,10
9728,1096DA,30
9729,1096DB,20
9730,1096DC,10
9731,1096DD,20
9732,1096DE,20
9733,1096DG,20
9734,1096DH,20
9735,1096DJ,20
9736,1096DK,20
9737,1096DL,30
9738,1096DM,30
9739,1096DN,20
9740,1096GG,20
9741,1096HK,30
9742,1096HM,20
9743,1096HR,20
9744,1097AB,10
9745,1097AC,20
9746,1097AH,10
9747,1097AJ,10
9748,1097AK,30
9749,1097AN,20
9750,1097AR,30
9751,1097AS,20
9752,1097AT,20
9753,1097AV,60
9754,1097AX,50
9755,1097AZ,30
9756,1097BA,30
9757,1097BB,10
9758,1097BC,30
9759,1097BD,40
9760,1097BE,60
9761,1097BG,40
